Name , Nationality , Institutions , Alma mater , Notable awards , Fields , Known for, Nobel Laureate,,,,,,,
Harry_B._Gray , American , Columbia University&California Institute of Technology , Western Kentucky University (B.S.) (1957)[1]&Northwestern University (Ph.D) (1960)[1]&Northwestern University (D.Sc.)[1] , ACS Award in Pure Chemistry (1970)&Tolman Award (1979)&National Medal of Science (1986)&AIC Gold Medal (1990)&Priestley Medal (1991)&Harvey Prize (2000)&Wolf Prize in Chemistry (2004)&Welch Award (2009)&Othmer Gold Medal (2013) , Chemistry ,  , , , No ,,,,,
Paul_Berg , U.S. , Stanford University&Washington University in St. Louis , Case Western Reserve University&Pennsylvania State University , Nobel Prize in Chemistry (1980)&AAAS Award for Scientific Freedom and Responsibility (1982)&National Medal of Science (1983) , Biochemistry ,  , , , Yes ,,,,,
Fritz_Pregl ,  ,  , University of Graz , Lieben Prize (1914)&Nobel Prize for Chemistry (1923) , Chemistry, medicine ,  , , , Yes ,,,,
Carl_Bosch , German , BASF, IG Farben , Technical College of Charlottenburg , &&&Nobel Prize in Chemistry (1931)&Goethe Prize (1939)&&& , Chemistry ,  , , , No ,,,,
Wallace_Carothers , American ,  , University of Illinois ,  , Organic chemistry ,  , , , No ,,,,,
Alan_J._Heeger , American , University of Pennsylvania&University of California, Santa Barbara , University of Nebraska&University of California, Berkeley , Nobel Prize in Chemistry (2000)&Balzan Prize&ENI award&Oliver E. Buckley Condensed Matter Prize (1983) , Physics, Chemistry ,  , , , No ,,
Thomas_Cech ,  , University of Colorado, Howard Hughes Medical Institute , Grinnell College (B.A., 1970)&University of California, Berkeley (Ph.D., 1975)&Massachusetts Institute of Technology (Postdoctoral) , Newcomb Cleveland Prize (1986)&NAS Award in Molecular Biology (1987)&Nobel Prize in Chemistry (1989)&National Medal of Science (1995)&Othmer Gold Medal (2007) ,  ,  , , , No ,
Arthur_H._Livermore ,  , American Association for the Advancement of Science , B.A. Reed College 1940&Ph.D. University of Rochester 1944 ,  ,  ,  , , , No ,,,,,
Arne_Tiselius , Sweden , University of Uppsala , University of Uppsala , Nobel Prize for Chemistry (1948)&Franklin Medal (1955)&Fellow of the Royal Society (1957)[1] , Chemistry ,  , , , Yes ,,,,,
William_Giauque , American , University of California, Berkeley , University of California, Berkeley , Elliott Cresson Medal (1937)&Nobel Prize for Chemistry (1949)&Willard Gibbs Award (1951) , Physical chemistry ,  , , , No ,,,
Cyril_Norman_Hinshelwood ,  , University of Oxford , Balliol College, Oxford , Davy Medal (1942)&Royal Medal (1947)&Nobel Prize in Chemistry (1956)[1]&Fellow of the Royal Society[2][3] , Physical chemistry ,  , , , No ,,,,
Luis_E._Miramontes ,  , &&&Syntex&G. D. Searle & Company&UNAM&Universidad Iberoamericana&Mexican Institute of Petroleum&&& , &&&UNAM&&& , &&&Mexican National Prize in Chemistry (1986)&Top Chemical Engineer of all times (2011)&&& , Chemistry, Chemical Engineering ,  , , , No ,,,,
Max_Perutz , British , University of Cambridge, Laboratory of Molecular Biology , University of Vienna; Peterhouse, Cambridge , Nobel Prize for Chemistry (1962)&Royal Medal (1971)&Copley Medal (1979) , Molecular biology, Crystallography ,  , , , No ,,
Luis_Federico_Leloir ,  Argentine , University of Buenos Aires&Washington University in St. Louis (1943-1944)&Columbia University (1944-1945)&Fundaci\xc3\xb3n Instituto Campomar (1947-1981)&University of Cambridge (1936-1943) , University of Buenos Aires , Louisa Gross Horwitz Prize (1967)&Nobel Prize in Chemistry (1970)&Legion of Honour (1982) , Biochemistry ,  , , , Yes ,,,,,
Herbert_A._Hauptman , American , Hauptman-Woodward Medical Research Institute & University at Buffalo , University of Maryland, College Park , Nobel Prize in Chemistry (1985) (jointly with Jerome Karle)&Dirac Medal (1991) , Mathematician ,  , , , No ,,,,
Willard_Libby , American , Columbia University&University of Chicago&University of California, Los Angeles , University of California, Berkeley , Elliott Cresson Medal (1957)&Willard Gibbs Award (1958)&Albert Einstein Award (1959)&Nobel Prize in Chemistry (1960) , Radioactivity ,  , , , No ,,,
Eduard_Buchner , Germany ,  , University of Munich , Nobel Prize in Chemistry (1907) , Biochemistry ,  , , , Yes ,,,,,
Earl_Muetterties ,  , DuPont Central Research,&Cornell University,&University of California, Berkeley , Northwestern University,&Harvard , Senior U.S.. Scientist Award of the Humboldt Foundation&ACS Award in Inorganic Chemistry (1965)&Royal Society of Chemistry (RSC) Centenary Lectureship (1981)&National Academy of Sciences , Inorganic chemistry ,  , , , No ,
Otto_Diels , Germany , University of Kiel , University of Berlin , Nobel Prize in Chemistry (1950) , Chemistry ,  , , , Yes ,,,,,
Peter_Moore_(chemist) , American , Yale University , Yale University, Harvard University , Rosenstiel Award recipient , Chemistry ,  , , , No ,,,,
Alexander_R._Todd , British , Lister Institute&University of Edinburgh&University of London&University of Manchester&University of Cambridge&Christs College, Cambridge&University of Strathclyde&Hatfield Polytechnic , University of Glasgow&University of Frankfurt am Main&University of Oxford , Davy Medal (1949)&Royal Medal (1955)&Nobel Prize for Chemistry (1957)&Paul Karrer Gold Medal (1963)&Copley Medal (1970)&Lomonosov Gold Medal (1978) , Chemistry, Biochemistry ,  , , , No ,,,
Kazimierz_Fajans ,  ,  ,  ,  ,  ,  , , , No ,,,,,
Tony_Orchard , British , University College, Oxford , Wadham College, Oxford&Merton College, Oxford ,  , Inorganic chemistry ,  , , , No ,,
Kurt_W%C3%BCthrich , Swiss , ETH Z\xc3\xbcrich&Scripps Institute , Universit\xc3\xa4t Bern&Universit\xc3\xa4t Basel , Nobel Prize in Chemistry (2002)&Kyoto Prize (1998)&Marcel Benoist Prize (1991)&Louisa Gross Horwitz Prize (1991) , Chemistry, physics, mathematics ,  , , , Yes ,,,
Robert_S._Mulliken , American ,  , MIT&University of Chicago , Peter Debye Award (1963)&Nobel Prize for chemistry (1966)&Priestley Medal (1983) , chemisty, physics ,  , , , Yes ,,,,
Christian_B._Anfinsen , American ,  , Swarthmore College (BA, 1937)&University of Pennsylvania (MS, 1939)&Harvard Medical School (PhD, 1943) , Nobel Prize in Chemistry (1972) , Biochemistry ,  , , , No ,,
Robert_Havemann , East German ,  , Kaiser Wilhelm Institute ,  , Chemistry ,  , , , No ,,,,,
William_Lipscomb , American , University of Minnesota&Harvard University , University of Kentucky&California Institute of Technology , Peter Debye Award (1973)&Nobel Prize in Chemistry (1976) , Nuclear magnetic resonance&Theoretical chemistry&Boron chemistry&Biochemistry ,  , , , Yes ,,,,,
Jerome_Karle , American ,  , City College of New York&Harvard University&University of Michigan , Nobel Prize in Chemistry in 1985 , Physical chemistry ,  , , , Yes ,,,,,
Odd_Hassel , Norway ,  , University of Oslo , Nobel Prize in Chemistry (1969) , Physical chemistry ,  , , , Yes ,,,,,
Martin_Lowry , British ,  ,  , Fellow of the Royal Society[1] , Physical chemistry ,  , , , No ,,,,,
John_Bennett_Fenn , United States , Princeton University&Yale University&Virginia Commonwealth University , Berea College&Yale University , Nobel Prize in Chemistry (2002) , Chemistry ,  , , , Yes ,,,,,
Artturi_Ilmari_Virtanen , Finland , Helsinki University of Technology&University of Helsinki , University of Helsinki , Nobel Prize in Chemistry (1945) , Chemistry ,  , , , Yes ,,,,,
